,Atleta,Equipe Janela Análise,Idade,Liga,Posição
7081,D. Dolmagić,Javor Ivanjica,29,SER,LATERAL
7082,D. Ponjević,Zvijezda '09 Brgule,34,SER,LATERAL
7083,E. Annan,Novi Pazar,21,SER,LATERAL
7084,F. Frei,Radnički Niš,22,SER,LATERAL
7085,F. Jović,Radnik Surdulica,23,SER,LATERAL
7086,G. Lončar,Kolubara,22,SER,LATERAL
7087,I. Lakićević,Železničar Pancevo,30,SER,LATERAL
7088,J. Stanojev,Spartak Subotica,24,SER,LATERAL
7089,L. Pecelj,Radnički Kragujevac,30,SER,LATERAL
7090,M. Cvetković,Bačka Topola,33,SER,LATERAL
7091,M. Gašić,Radnik Surdulica,20,SER,LATERAL
7092,M. Ilić,Dubočica,30,SER,LATERAL
7093,M. Ilić,Javor Ivanjica,23,SER,LATERAL
7094,M. Konatar,Železničar Pancevo,23,SER,LATERAL
7095,M. Lazarević,Vojvodina,26,SER,LATERAL
7096,M. Mijailović,Olimpija,26,SER,LATERAL
7097,M. Rodić,Crvena Zvezda,32,SER,LATERAL
7098,M. Stevanović,Čukarički,27,SER,LATERAL
7099,M. Yamkam,Radnički Niš,25,SER,LATERAL
7100,N. Andrič,Novi Pazar,31,SER,LATERAL
7101,N. Antić,Partizan,29,SER,LATERAL
7102,N. Bogdanovski,Novi Pazar,24,SER,LATERAL
7103,N. Duricic,Voždovac,23,SER,LATERAL
7104,N. Glišić,IMT Novi Beograd,24,SER,LATERAL
7105,N. Janković,Kolubara,30,SER,LATERAL
7106,N. Kočović,Kolubara,28,SER,LATERAL
7107,N. Miletić,Javor Ivanjica,32,SER,LATERAL
7108,N. Petrović,Bačka Topola,31,SER,LATERAL
7109,N. Tošić,Čukarički,26,SER,LATERAL
7110,N. Vlajković,Radnički Niš,28,SER,LATERAL
7111,N. Vukajlović,Napredak Kruševac,27,SER,LATERAL
7112,P. Ćirković,IMT Novi Beograd,24,SER,LATERAL
7113,P. Pešukić,Urartu,25,SER,LATERAL
7114,R. Jokić,Borac Banja Luka,24,SER,LATERAL
7115,S. Hajdin,Železničar Pancevo,29,SER,LATERAL
7116,S. Jovanović,Napredak Kruševac,29,SER,LATERAL
7117,S. Mitrović,Crvena Zvezda,21,SER,LATERAL
7118,S. Urošević,Aris,29,SER,LATERAL
7119,U. Lazić,Novi Pazar,20,SER,LATERAL
7120,U. Stojanović,Urartu,28,SER,LATERAL
7121,V. Durdevic,Voždovac,19,SER,LATERAL
7122,V. Prijović,Spartak Subotica,21,SER,LATERAL
7123,V. Rogan,Čukarički,20,SER,LATERAL
7124,V. Vitorović,Spartak Subotica,23,SER,LATERAL
7125,Ž. Udovičić,Mladost Lučani,36,SER,LATERAL
7126,A. Colorado,Necaxa,24,SER,MEIO-CAMPO
7127,A. Đorđević,Železničar Pancevo,23,SER,MEIO-CAMPO
7128,A. Katai,Crvena Zvezda,32,SER,MEIO-CAMPO
7129,A. Matić,Voždovac,21,SER,MEIO-CAMPO
7130,A. Pejović,Radnički Niš,32,SER,MEIO-CAMPO
7131,Aleksa Durasovic I,Spartak Subotica,20,SER,MEIO-CAMPO
7132,B. Doucouré,Javor Ivanjica,24,SER,MEIO-CAMPO
7133,B. Jocić,Voždovac,22,SER,MEIO-CAMPO
7134,B. Natcho,Partizan,35,SER,MEIO-CAMPO
7135,D. Denić,Henan Songshan Longmen,27,SER,MEIO-CAMPO
7136,D. Grgić,Železničar Pancevo,20,SER,MEIO-CAMPO
7137,D. Krajišnik,Železničar Pancevo,26,SER,MEIO-CAMPO
7138,D. Pantelić,Železničar Pancevo,30,SER,MEIO-CAMPO
7139,D. Sadiković,Napredak Kruševac,28,SER,MEIO-CAMPO
7140,D. Zukić,Vojvodina,22,SER,MEIO-CAMPO
7141,E. Addo,Crvena Zvezda,23,SER,MEIO-CAMPO
7142,E. Rustemović,Željezničar,30,SER,MEIO-CAMPO
7143,Eliomar,Javor Ivanjica,35,SER,MEIO-CAMPO
7144,F. Kanouté,Partizan,24,SER,MEIO-CAMPO
7145,G. Kanga,Crvena Zvezda,33,SER,MEIO-CAMPO
7146,H. Hajdarević,Radnik Surdulica,25,SER,MEIO-CAMPO
7147,I. Dakovac,Bačka Topola,25,SER,MEIO-CAMPO
7148,I. Miladinović,Čukarički,20,SER,MEIO-CAMPO
7149,I. Milosavljević,Bačka Topola,23,SER,MEIO-CAMPO
7150,J. Tumbasević,Mladost Lučani,38,SER,MEIO-CAMPO
7151,K. Belić,Partizan,22,SER,MEIO-CAMPO
7152,K. Kangwa,Crvena Zvezda,24,SER,MEIO-CAMPO
7153,L. Gojković,Javor Ivanjica,24,SER,MEIO-CAMPO
7154,L. Ilić,Troyes,24,SER,MEIO-CAMPO
7155,L. Luković,IMT Novi Beograd,27,SER,MEIO-CAMPO
7156,L. Zorić,Radnički Kragujevac,25,SER,MEIO-CAMPO
7157,M. Adamović,Javor Ivanjica,35,SER,MEIO-CAMPO
7158,M. Docić,Čukarički,30,SER,MEIO-CAMPO
7159,M. Ivanić,Crvena Zvezda,30,SER,MEIO-CAMPO
7160,M. Mijić,Spartak Subotica,34,SER,MEIO-CAMPO
7161,M. Momcilović,Novi Pazar,22,SER,MEIO-CAMPO
7162,M. Nešković,Voždovac,23,SER,MEIO-CAMPO
7163,M. Putinčanin,Napredak Kruševac,35,SER,MEIO-CAMPO
7164,M. Radin,Bačka Topola,32,SER,MEIO-CAMPO
7165,M. Ristić,Radnički Kragujevac,28,SER,MEIO-CAMPO
7166,M. Stajić,Radnički Niš,21,SER,MEIO-CAMPO
7167,M. Stamenić,Crvena Zvezda,21,SER,MEIO-CAMPO
7168,M. Topić,Famalicão,22,SER,MEIO-CAMPO
7169,M. Tošeski,Spartak Subotica,25,SER,MEIO-CAMPO
7170,M. Vidović,Radnički Kragujevac,34,SER,MEIO-CAMPO
7171,N. Kuveljić,Bačka Topola,26,SER,MEIO-CAMPO
7172,N. Maksimović,Zvijezda '09 Brgule,35,SER,MEIO-CAMPO
7173,N. Nikolić,Kolubara,35,SER,MEIO-CAMPO
7174,N. Shimura,Port FC,30,SER,MEIO-CAMPO
7175,N. Stanković,Čukarički,20,SER,MEIO-CAMPO
7176,N. Subotić,Inđija,31,SER,MEIO-CAMPO
7177,N. Vukić,IMT Novi Beograd,19,SER,MEIO-CAMPO
7178,P. Djuričković,Novi Pazar,32,SER,MEIO-CAMPO
7179,P. Mićin,Zorya,25,SER,MEIO-CAMPO
7180,P. Stanić,Bačka Topola,22,SER,MEIO-CAMPO
7181,R. Baha,Mladost Lučani,27,SER,MEIO-CAMPO
7182,R. Milosavljević,Vojvodina,31,SER,MEIO-CAMPO
7183,S. Kovač,Čukarički,24,SER,MEIO-CAMPO
7184,S. Mijailović,Crvena Zvezda,30,SER,MEIO-CAMPO
7185,S. Sissoko,Čukarički,23,SER,MEIO-CAMPO
7186,S. Tomović,Čukarički,22,SER,MEIO-CAMPO
7187,U. Ljubomirac,Napredak Kruševac,33,SER,MEIO-CAMPO
7188,U. Nikolić,Vojvodina,29,SER,MEIO-CAMPO
7189,V. Kijevčanin,IMT Novi Beograd,24,SER,MEIO-CAMPO
7190,V. Mitošević,Radnik Surdulica,32,SER,MEIO-CAMPO
7191,V. Radivojević,Mladost Lučani,37,SER,MEIO-CAMPO
7192,V. Simić,Omonia Nicosia,28,SER,MEIO-CAMPO
7193,V. Vidaković,Spartak Subotica,24,SER,MEIO-CAMPO
7194,A. Cissé,Novi Pazar,27,SER,ZAGUEIRO
7195,A. Dragović,Crvena Zvezda,32,SER,ZAGUEIRO
7196,A. Vojnović,Radnički Niš,27,SER,ZAGUEIRO
7197,B. Kopitović,Javor Ivanjica,29,SER,ZAGUEIRO
7198,D. Ćosić,Shakhtyor Karagandy,28,SER,ZAGUEIRO
7199,D. Crnomarković,Vojvodina,30,SER,ZAGUEIRO
7200,D. Kerkez,Spartak Subotica,27,SER,ZAGUEIRO
7201,D. Petrović,Radnički Niš,20,SER,ZAGUEIRO
7202,D. Stevanović,Persebaya Surabaya,27,SER,ZAGUEIRO
7203,E. Azemović,Novi Pazar,26,SER,ZAGUEIRO
7204,E. Hackman,Turan-T,28,SER,ZAGUEIRO
7205,F. Damjanović,Voždovac,25,SER,ZAGUEIRO
7206,F. Ivanović,Navbahor,31,SER,ZAGUEIRO
7207,G. Antonić,Bačka Topola,33,SER,ZAGUEIRO
7208,I. Jeličić,Vojvodina,23,SER,ZAGUEIRO
7209,I. Milicević,Radnik Surdulica,22,SER,ZAGUEIRO
7210,I. Milošević,Mladost Lučani,39,SER,ZAGUEIRO
7211,I. Vujačić,Rubin Kazan',29,SER,ZAGUEIRO
7212,J. Ćalušić,Bačka Topola,30,SER,ZAGUEIRO
7213,J. Marinković,Napredak Kruševac,27,SER,ZAGUEIRO
7214,K. Tojčić,Javor Ivanjica,23,SER,ZAGUEIRO
7215,L. Rosić,Vojvodina,30,SER,ZAGUEIRO
7216,M. Bogićević,Spartak Subotica,25,SER,ZAGUEIRO
7217,M. Bugarin,Mladost Novi Sad,24,SER,ZAGUEIRO
7218,M. Đorđević,Bačka Topola,20,SER,ZAGUEIRO
7219,M. Ilić,Partizan,20,SER,ZAGUEIRO
7220,M. Ivezić,Holstein Kiel,22,SER,ZAGUEIRO
7221,M. Joksimović,Mladost Lučani,33,SER,ZAGUEIRO
7222,M. Mitrović,Radnički Kragujevac,35,SER,ZAGUEIRO
7223,M. Obradović,Javor Ivanjica,23,SER,ZAGUEIRO
7224,M. Oreščanin,Radnik Surdulica,26,SER,ZAGUEIRO
7225,M. Ostojić,Zvijezda '09 Brgule,32,SER,ZAGUEIRO
7226,M. Traoré,Muaither,29,SER,ZAGUEIRO
7227,M. Vranjanin,Radnik Surdulica,27,SER,ZAGUEIRO
7228,N. Ćalasan,Spartak Subotica,27,SER,ZAGUEIRO
7229,N. Cirković,Mladost Lučani,32,SER,ZAGUEIRO
7230,N. Dekovic,Napredak Kruševac,20,SER,ZAGUEIRO
7231,N. Kurdić,Araz,24,SER,ZAGUEIRO
7232,N. Leković,Mladost Lučani,33,SER,ZAGUEIRO
7233,N. Miličić,Radnički Kragujevac,19,SER,ZAGUEIRO
7234,N. Savić,IMT Novi Beograd,22,SER,ZAGUEIRO
7235,N. Stojić,Bačka Topola,25,SER,ZAGUEIRO
7236,N. Vasiljević,Kolubara,32,SER,ZAGUEIRO
7237,N. Vujadinović,OFK Beograd,37,SER,ZAGUEIRO
7238,N. Zecević,Voždovac,19,SER,ZAGUEIRO
7239,N. Zunić,Mladost Lučani,20,SER,ZAGUEIRO
7240,O. Mrsić,Napredak Kruševac,24,SER,ZAGUEIRO
7241,R. Pankov,Legia Warszawa,28,SER,ZAGUEIRO
7242,S. Abubakar,Radnik Surdulica,25,SER,ZAGUEIRO
7243,S. Eraković,Zenit,22,SER,ZAGUEIRO
7244,S. Marjanović,Kolubara,29,SER,ZAGUEIRO
7245,S. Marković,Partizan,23,SER,ZAGUEIRO
7246,S. Rubežić,Aberdeen,23,SER,ZAGUEIRO
7247,S. Simović,Radnički Kragujevac,34,SER,ZAGUEIRO
7248,S. Tanasijević,Spartak Subotica,26,SER,ZAGUEIRO
7249,T. Bondarenko,Trenčín,31,SER,ZAGUEIRO
7250,T. Etongou,Radnički Niš,24,SER,ZAGUEIRO
7251,U. Drezgić,Rubin Kazan',21,SER,ZAGUEIRO
7252,U. Vitas,Emirates,31,SER,ZAGUEIRO
7253,V. Bakić,Radnički Niš,23,SER,ZAGUEIRO
7254,V. Stanković,Železničar Pancevo,36,SER,ZAGUEIRO
7255,Z. Lambulić,IMT Novi Beograd,25,SER,ZAGUEIRO
7256,A. Budimir,Osasuna,32,SPA1,ATACANTE
7257,Á. Correa,Atlético Madrid,28,SPA1,ATACANTE
7258,A. Dovbyk,Girona,26,SPA1,ATACANTE
7259,A. Griezmann,Atlético Madrid,32,SPA1,ATACANTE
7260,A. Lozano,Getafe,30,SPA1,ATACANTE
7261,A. Sørloth,Villarreal,27,SPA1,ATACANTE
7262,Abdón Prats,Mallorca,30,SPA1,ATACANTE
7263,Álvaro Morata,Atlético Madrid,31,SPA1,ATACANTE
7264,Borja Iglesias,Real Betis,30,SPA1,ATACANTE
7265,Borja Mayoral,Getafe,26,SPA1,ATACANTE
7266,C. Larin,Mallorca,28,SPA1,ATACANTE
7267,C. Stuani,Girona,37,SPA1,ATACANTE
7268,Carles Aleñà,Getafe,25,SPA1,ATACANTE
7269,Carlos Fernández,Real Sociedad,27,SPA1,ATACANTE
7270,Chris Ramos,Cádiz,26,SPA1,ATACANTE
7271,Diego López,Valencia,21,SPA1,ATACANTE
7272,E. Ávila,Osasuna,29,SPA1,ATACANTE
7273,E. Cavani,Boca Juniors,36,SPA1,ATACANTE
7274,E. Ünal,Getafe,26,SPA1,ATACANTE
7275,Ferrán Torres,Barcelona,23,SPA1,ATACANTE
7276,Gerard Moreno,Villarreal,31,SPA1,ATACANTE
7277,Gorka Guruzeta,Athletic Bilbao,27,SPA1,ATACANTE
7278,H. Seferović,Al Wasl,31,SPA1,ATACANTE
7279,Hugo Duro,Valencia,24,SPA1,ATACANTE
7280,Iago Aspas,Celta de Vigo,36,SPA1,ATACANTE
7281,J. Strand Larsen,Celta de Vigo,23,SPA1,ATACANTE
7282,José Luis Morales,Villarreal,36,SPA1,ATACANTE
7283,Joselu,Real Madrid,33,SPA1,ATACANTE
7284,Juanmi Latasa,Getafe,22,SPA1,ATACANTE
7285,K. Benzema,Al Ittihad,35,SPA1,ATACANTE
7286,Kike García,Deportivo Alavés,34,SPA1,ATACANTE
7287,L. Boyé,Granada,27,SPA1,ATACANTE
7288,L. Suárez,Almería,25,SPA1,ATACANTE
7289,M. Braithwaite,Espanyol,32,SPA1,ATACANTE
7290,M. Uzuni,Granada,28,SPA1,ATACANTE
7291,Mikel Oyarzabal,Real Sociedad,26,SPA1,ATACANTE
7292,N. Jackson,Chelsea,22,SPA1,ATACANTE
7293,Pere Milla,Espanyol,31,SPA1,ATACANTE
7294,R. Lewandowski,Barcelona,35,SPA1,ATACANTE
7295,R. Nteka,Rayo Vallecano,25,SPA1,ATACANTE
7296,Rafa Mir,Sevilla,26,SPA1,ATACANTE
7297,Raúl de Tomás,Rayo Vallecano,29,SPA1,ATACANTE
7298,Rodrygo,Real Madrid,22,SPA1,ATACANTE
7299,Roger,Cádiz,32,SPA1,ATACANTE
7300,Sergi Guardiola,Cádiz,32,SPA1,ATACANTE
7301,Sergio Camello,Rayo Vallecano,22,SPA1,ATACANTE
7302,V. Castellanos,Lazio,25,SPA1,ATACANTE
7303,V. Muriqi,Mallorca,29,SPA1,ATACANTE
7304,Willian José,Real Betis,32,SPA1,ATACANTE
7305,Y. En-Nesyri,Sevilla,26,SPA1,ATACANTE
7306,A. Ezzalzouli,Real Betis,21,SPA1,EXTREMO
7307,A. Ndiaye,Mallorca,27,SPA1,EXTREMO
7308,Adri Embarba,Almería,31,SPA1,EXTREMO
7309,Álex Berenguer,Athletic Bilbao,28,SPA1,EXTREMO
7310,Álvaro García,Rayo Vallecano,31,SPA1,EXTREMO
7311,Ansu Fati,Brighton,21,SPA1,EXTREMO
7312,Antonio Sánchez,Mallorca,26,SPA1,EXTREMO
7313,Ayoze Pérez,Real Betis,30,SPA1,EXTREMO
7314,Barrenetxea,Real Sociedad,21,SPA1,EXTREMO
7315,Bryan Gil,Tottenham Hotspur,22,SPA1,EXTREMO
7316,Bryan Zaragoza,Granada,22,SPA1,EXTREMO
7317,Carles Pérez,Celta de Vigo,25,SPA1,EXTREMO
7318,D. Machís,Cádiz,30,SPA1,EXTREMO
7319,Dani Rodríguez,Mallorca,35,SPA1,EXTREMO
7320,E. Lamela,Sevilla,31,SPA1,EXTREMO
7321,F. Cervi,Celta de Vigo,29,SPA1,EXTREMO
7322,Fran Pérez,Valencia,21,SPA1,EXTREMO
7323,G. Plata,Al Sadd,23,SPA1,EXTREMO
7324,I. Williams,Athletic Bilbao,29,SPA1,EXTREMO
7325,Isi Palazón,Rayo Vallecano,28,SPA1,EXTREMO
7326,Iván Alejo,Cádiz,28,SPA1,EXTREMO
7327,J. Bamba,Celta de Vigo,27,SPA1,EXTREMO
7328,J. Kluivert,Bournemouth,24,SPA1,EXTREMO
7329,Jaime Mata,Getafe,35,SPA1,EXTREMO
7330,Javi Puado,Espanyol,25,SPA1,EXTREMO
7331,João Félix,Barcelona,24,SPA1,EXTREMO
7332,José Ángel Carmona,Getafe,21,SPA1,EXTREMO
7333,Kike Barja,Osasuna,26,SPA1,EXTREMO
7334,L. de la Torre,Celta de Vigo,25,SPA1,EXTREMO
7335,L. Ocampos,Sevilla,29,SPA1,EXTREMO
7336,L. Ramazani,Almería,22,SPA1,EXTREMO
7337,Lee Kang-In,PSG,22,SPA1,EXTREMO
7338,Léo Baptistão,Almería,31,SPA1,EXTREMO
7339,Luis Rioja,Deportivo Alavés,30,SPA1,EXTREMO
7340,Luiz Henrique,Real Betis,22,SPA1,EXTREMO
7341,M. El Haddadi,Las Palmas,28,SPA1,EXTREMO
7342,M. Greenwood,Getafe,22,SPA1,EXTREMO
7343,Marco Asensio,PSG,27,SPA1,EXTREMO
7344,Nico Williams,Athletic Bilbao,21,SPA1,EXTREMO
7345,Portu,Girona,31,SPA1,EXTREMO
7346,Raphinha,Barcelona,26,SPA1,EXTREMO
7347,Rodri,Real Betis,23,SPA1,EXTREMO
7348,Rodrigo Riquelme,Atlético Madrid,23,SPA1,EXTREMO
7349,Rubén García,Osasuna,30,SPA1,EXTREMO
7350,Rubén Sobrino,Cádiz,31,SPA1,EXTREMO
7351,S. Chukwueze,Milan,24,SPA1,EXTREMO
7352,Samuel Lino,Atlético Madrid,23,SPA1,EXTREMO
7353,Sávio,Girona,19,SPA1,EXTREMO
7354,Sergio Canales,Monterrey,32,SPA1,EXTREMO
7355,T. Bongonda,Spartak Moskva,28,SPA1,EXTREMO
7356,T. Kubo,Real Sociedad,22,SPA1,EXTREMO
7357,V. Tsygankov,Girona,26,SPA1,EXTREMO
7358,Valery,Girona,24,SPA1,EXTREMO
7359,Vinícius Júnior,Real Madrid,23,SPA1,EXTREMO
7360,Yan Couto,Girona,21,SPA1,EXTREMO
7361,Yéremy Pino,Villarreal,21,SPA1,EXTREMO
7362,A. Espino,Rayo Vallecano,31,SPA1,LATERAL
7363,Abner,Real Betis,23,SPA1,LATERAL
7364,Adrià Pedrosa,Sevilla,25,SPA1,LATERAL
7365,Aihen Muñoz,Real Sociedad,26,SPA1,LATERAL
7366,Aitor Ruibal,Real Betis,27,SPA1,LATERAL
7367,Alberto Moreno,Villarreal,31,SPA1,LATERAL
7368,Alejandro Balde,Barcelona,20,SPA1,LATERAL
7369,Álex Centelles,Almería,24,SPA1,LATERAL
7370,Alex Pozo,Almería,24,SPA1,LATERAL
7371,Alfonso Pedraza,Villarreal,27,SPA1,LATERAL
7372,Andoni Gorosabel,Deportivo Alavés,27,SPA1,LATERAL
7373,Arnau Martínez,Girona,20,SPA1,LATERAL
7374,Brian Oliván,Espanyol,29,SPA1,LATERAL
7375,Carlos Neva,Granada,27,SPA1,LATERAL
7376,D. Foulquier,Valencia,30,SPA1,LATERAL
7377,D. Suárez,Getafe,35,SPA1,LATERAL
7378,Dani Carvajal,Real Madrid,31,SPA1,LATERAL
7379,De Marcos,Athletic Bilbao,34,SPA1,LATERAL
7380,Diego Rico,Getafe,30,SPA1,LATERAL
7381,E. Camavinga,Real Madrid,21,SPA1,LATERAL
7382,Elustondo,Real Sociedad,29,SPA1,LATERAL
7383,F. Mendy,Real Madrid,28,SPA1,LATERAL
7384,Fran García,Real Madrid,24,SPA1,LATERAL
7385,G. Álvarez,Getafe,23,SPA1,LATERAL
7386,G. Montiel,Nottingham Forest,26,SPA1,LATERAL
7387,H. Traoré,Real Sociedad,31,SPA1,LATERAL
7388,Héctor Bellerín,Real Betis,28,SPA1,LATERAL
7389,Hugo Mallo,Internacional,32,SPA1,LATERAL
7390,I. Balliu,Rayo Vallecano,31,SPA1,LATERAL
7391,Iván Fresneda,Sporting CP,19,SPA1,LATERAL
7392,Iza Carcelén,Cádiz,30,SPA1,LATERAL
7393,J. Foyth,Villarreal,25,SPA1,LATERAL
7394,J. Koundé,Barcelona,25,SPA1,LATERAL
7395,J. Mojica,Osasuna,31,SPA1,LATERAL
7396,Jaume Costa,Mallorca,35,SPA1,LATERAL
7397,Javi Galán,Atlético Madrid,29,SPA1,LATERAL
7398,Javi Hernández,Cádiz,25,SPA1,LATERAL
7399,Jesús Areso,Osasuna,24,SPA1,LATERAL
7400,Jesús Navas,Sevilla,38,SPA1,LATERAL
7401,João Cancelo,Barcelona,29,SPA1,LATERAL
7402,José Gayá,Valencia,28,SPA1,LATERAL
7403,Juan Cruz,Osasuna,31,SPA1,LATERAL
7404,Juan Iglesias,Getafe,25,SPA1,LATERAL
7405,Juan Miranda,Real Betis,23,SPA1,LATERAL
7406,L. Blanco,Elche,24,SPA1,LATERAL
7407,L. Olaza,Krasnodar,29,SPA1,LATERAL
7408,Lekue,Athletic Bilbao,30,SPA1,LATERAL
7409,Lucas Vázquez,Real Madrid,32,SPA1,LATERAL
7410,Luis Pérez,Real Valladolid,28,SPA1,LATERAL
7411,M. Acuña,Sevilla,32,SPA1,LATERAL
7412,Manu Sánchez,Celta de Vigo,23,SPA1,LATERAL
7413,Miguel Gutiérrez,Girona,22,SPA1,LATERAL
7414,Moncayola,Osasuna,25,SPA1,LATERAL
7415,N. Molina,Atlético Madrid,25,SPA1,LATERAL
7416,Óscar Gil,Espanyol,25,SPA1,LATERAL
7417,Óscar Mingueza,Celta de Vigo,24,SPA1,LATERAL
7418,Pablo Maffeo,Mallorca,26,SPA1,LATERAL
7419,Ricard Sánchez,Granada,23,SPA1,LATERAL
7420,Rubén Duarte,Deportivo Alavés,28,SPA1,LATERAL
7421,Rubén Peña,Osasuna,32,SPA1,LATERAL
7422,Sergi Cardona,Las Palmas,24,SPA1,LATERAL
7423,Sergi Roberto,Barcelona,31,SPA1,LATERAL
7424,Sergio Akieme,Almería,25,SPA1,LATERAL
7425,Tete Morente,Elche,26,SPA1,LATERAL
7426,Thierry Correia,Valencia,24,SPA1,LATERAL
7427,Toni Lato,Mallorca,26,SPA1,LATERAL
7428,Y. Carrasco,Al Shabab,30,SPA1,LATERAL
7429,Y. Sabaly,Real Betis,30,SPA1,LATERAL
7430,Yuri,Athletic Bilbao,33,SPA1,LATERAL
7431,A. Guardado,Real Betis,37,SPA1,MEIO-CAMPO
7432,A. Tchouaméni,Real Madrid,23,SPA1,MEIO-CAMPO
7433,Aimar Oroz,Osasuna,22,SPA1,MEIO-CAMPO
7434,Aleix García,Girona,26,SPA1,MEIO-CAMPO
7435,Álex Baena,Villarreal,22,SPA1,MEIO-CAMPO
7436,Álex Fernández,Cádiz,31,SPA1,MEIO-CAMPO
7437,Álvaro Aguado,Espanyol,27,SPA1,MEIO-CAMPO
7438,Ander Herrera,Athletic Bilbao,34,SPA1,MEIO-CAMPO
7439,André Almeida,Valencia,23,SPA1,MEIO-CAMPO
7440,Antonio Blanco,Deportivo Alavés,23,SPA1,MEIO-CAMPO
7441,Brais Méndez,Real Sociedad,26,SPA1,MEIO-CAMPO
7442,César de la Hoz,Real Valladolid,31,SPA1,MEIO-CAMPO
7443,D. Lopy,Almería,21,SPA1,MEIO-CAMPO
7444,Dani Ceballos,Real Madrid,27,SPA1,MEIO-CAMPO
7445,Dani García,Athletic Bilbao,33,SPA1,MEIO-CAMPO
7446,Dani Parejo,Villarreal,34,SPA1,MEIO-CAMPO
7447,Darder,Mallorca,29,SPA1,MEIO-CAMPO
7448,Denis Suárez,Villarreal,29,SPA1,MEIO-CAMPO
7449,E. Capoue,Villarreal,35,SPA1,MEIO-CAMPO
7450,E. Loiodice,Las Palmas,23,SPA1,MEIO-CAMPO
7451,F. de Jong,Barcelona,26,SPA1,MEIO-CAMPO
7452,F. Valverde,Real Madrid,25,SPA1,MEIO-CAMPO
7453,Fede San Emeterio,Cádiz,26,SPA1,MEIO-CAMPO
7454,Fernando,Sevilla,36,SPA1,MEIO-CAMPO
7455,Fidel,Elche,34,SPA1,MEIO-CAMPO
7456,Fran Beltrán,Celta de Vigo,24,SPA1,MEIO-CAMPO
7457,G. Escalante,Cádiz,30,SPA1,MEIO-CAMPO
7458,G. Rodríguez,Real Betis,29,SPA1,MEIO-CAMPO
7459,Gabri Veiga,Al Ahli,21,SPA1,MEIO-CAMPO
7460,Gavi,Barcelona,19,SPA1,MEIO-CAMPO
7461,Gerard Gumbau,Granada,28,SPA1,MEIO-CAMPO
7462,Gonzalo Villar,Granada,25,SPA1,MEIO-CAMPO
7463,Guevara,Deportivo Alavés,26,SPA1,MEIO-CAMPO
7464,Hugo Guillamón,Valencia,23,SPA1,MEIO-CAMPO
7465,I. Baba,Almería,27,SPA1,MEIO-CAMPO
7466,İ. Gündoğan,Barcelona,33,SPA1,MEIO-CAMPO
7467,I. Rakitić,Sevilla,35,SPA1,MEIO-CAMPO
7468,Illarramendi,Dallas,33,SPA1,MEIO-CAMPO
7469,Isco,Real Betis,31,SPA1,MEIO-CAMPO
7470,Iván Martín,Girona,24,SPA1,MEIO-CAMPO
7471,J. Bellingham,Real Madrid,20,SPA1,MEIO-CAMPO
7472,Javi Guerra,Valencia,20,SPA1,MEIO-CAMPO
7473,Javi Muñoz,Las Palmas,28,SPA1,MEIO-CAMPO
7474,Joan Jordán,Sevilla,29,SPA1,MEIO-CAMPO
7475,John Donald,Elche,23,SPA1,MEIO-CAMPO
7476,Jon Guridi,Deportivo Alavés,28,SPA1,MEIO-CAMPO
7477,Kike Pérez,Rayo Vallecano,26,SPA1,MEIO-CAMPO
7478,Kirian Rodríguez,Las Palmas,27,SPA1,MEIO-CAMPO
7479,Koke,Atlético Madrid,31,SPA1,MEIO-CAMPO
7480,L. Modrić,Real Madrid,38,SPA1,MEIO-CAMPO
7481,L. Robertone,Almería,26,SPA1,MEIO-CAMPO
7482,Lucas Torró,Osasuna,29,SPA1,MEIO-CAMPO
7483,Luis Milla,Getafe,29,SPA1,MEIO-CAMPO
7484,M. Arambarri,Getafe,28,SPA1,MEIO-CAMPO
7485,M. Hongla,Hellas Verona,25,SPA1,MEIO-CAMPO
7486,Manu Morlanes,Mallorca,24,SPA1,MEIO-CAMPO
7487,Marc Roca,Real Betis,26,SPA1,MEIO-CAMPO
7488,Marcos Llorente,Atlético Madrid,28,SPA1,MEIO-CAMPO
7489,Martín Zubimendi,Real Sociedad,24,SPA1,MEIO-CAMPO
7490,Melero,Almería,29,SPA1,MEIO-CAMPO
7491,Mikel Merino,Real Sociedad,27,SPA1,MEIO-CAMPO
7492,Mikel Vesga,Athletic Bilbao,30,SPA1,MEIO-CAMPO
7493,Moi Gómez,Osasuna,29,SPA1,MEIO-CAMPO
7494,Monchu,Real Valladolid,24,SPA1,MEIO-CAMPO
7495,Muniain,Athletic Bilbao,30,SPA1,MEIO-CAMPO
7496,N. Maksimović,Getafe,28,SPA1,MEIO-CAMPO
7497,Nico González,Porto,21,SPA1,MEIO-CAMPO
7498,Nico Melamed,Espanyol,22,SPA1,MEIO-CAMPO
7499,Ó. Trejo,Rayo Vallecano,35,SPA1,MEIO-CAMPO
7500,Oihan Sancet,Athletic Bilbao,23,SPA1,MEIO-CAMPO
7501,Óliver Torres,Sevilla,29,SPA1,MEIO-CAMPO
7502,Omar Mascarell,Mallorca,30,SPA1,MEIO-CAMPO
7503,Oriol Romeu,Barcelona,32,SPA1,MEIO-CAMPO
7504,Óscar Plano,Elche,32,SPA1,MEIO-CAMPO
7505,Óscar Rodríguez,Getafe,25,SPA1,MEIO-CAMPO
7506,Óscar Valentín,Rayo Vallecano,29,SPA1,MEIO-CAMPO
